url_length,num_dots,has_ip,has_at,prefix_suffix,subdomain_count,https_in_domain,entropy,kw_login,kw_secure,kw_update,kw_verify,kw_bank,kw_account,kw_signin,kw_password,label
49.0,2.0,0.0,0.0,0.0,0.0,0.0,3.334679141051595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
99.0,6.0,0.0,0.0,1.0,1.0,0.0,3.7080933915774983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32.0,2.0,0.0,0.0,0.0,1.0,0.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.0,2.0,0.0,0.0,0.0,1.0,0.0,3.8820451081368623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42.0,3.0,0.0,0.0,0.0,1.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
174.0,3.0,0.0,0.0,0.0,1.0,0.0,3.516027641266231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
17.0,1.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49.0,1.0,0.0,0.0,0.0,0.0,0.0,2.9219280948873623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80.0,2.0,0.0,0.0,0.0,0.0,0.0,3.1219280948873624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81.0,1.0,0.0,0.0,0.0,0.0,0.0,2.721928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48.0,2.0,0.0,0.0,0.0,0.0,0.0,3.683542362433231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51.0,5.0,0.0,0.0,0.0,3.0,0.0,3.284522780173282,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
81.0,9.0,0.0,0.0,0.0,2.0,0.0,3.2806390622295662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50.0,6.0,0.0,0.0,0.0,1.0,0.0,3.7849418274376427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50.0,2.0,0.0,0.0,0.0,0.0,0.0,3.4613201402110088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,4.0,0.0,0.0,0.0,1.0,0.0,3.506890595608519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.0,2.0,0.0,0.0,0.0,0.0,0.0,3.6168746059562222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.0,2.0,0.0,0.0,0.0,1.0,0.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
62.0,4.0,0.0,0.0,0.0,1.0,0.0,3.573934896284056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31.0,1.0,0.0,0.0,0.0,0.0,0.0,3.095795255000934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8464393446710154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21.0,3.0,0.0,0.0,0.0,2.0,0.0,2.842370993177109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31.0,1.0,0.0,0.0,0.0,0.0,0.0,3.095795255000934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41.0,3.0,0.0,0.0,0.0,1.0,0.0,3.1898980954642875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31.0,1.0,0.0,0.0,0.0,0.0,0.0,3.095795255000934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,2.0,0.0,0.0,0.0,1.0,0.0,3.3685225277282065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40.0,1.0,0.0,0.0,0.0,0.0,0.0,3.327819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6304126608739984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.0,1.0,0.0,0.0,0.0,0.0,0.0,3.7887549139935035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
114.0,2.0,0.0,0.0,0.0,1.0,0.0,4.093149802473812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44.0,2.0,0.0,0.0,0.0,1.0,0.0,3.7946534735443422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
45.0,3.0,0.0,0.0,0.0,1.0,0.0,3.4613201402110088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44.0,4.0,0.0,0.0,0.0,2.0,0.0,2.9852281360342516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
98.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0269868333592873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.0,1.0,0.0,0.0,0.0,0.0,0.0,2.94770277922009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51.0,1.0,0.0,0.0,0.0,0.0,0.0,2.9139770731827523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31.0,1.0,0.0,0.0,0.0,0.0,0.0,3.095795255000934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54.0,2.0,0.0,0.0,0.0,0.0,0.0,3.5216406363433186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42.0,2.0,0.0,0.0,0.0,1.0,0.0,3.684183719779189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,1.0,0.0,0.0,0.0,0.0,0.0,3.1219280948873624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31.0,2.0,0.0,0.0,0.0,1.0,0.0,3.1898980954642875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,2.0,0.0,0.0,0.0,0.0,0.0,3.773557262275186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.0,2.0,0.0,0.0,0.0,1.0,0.0,3.6959472263874704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.0,1.0,0.0,0.0,0.0,0.0,0.0,3.238901256602631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8634651896016474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50.0,2.0,0.0,0.0,0.0,0.0,0.0,3.546593564294939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0220552088742005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40.0,2.0,0.0,0.0,0.0,0.0,0.0,3.577819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48.0,2.0,0.0,0.0,0.0,1.0,0.0,2.8453509366224368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72.0,1.0,0.0,0.0,0.0,0.0,0.0,3.2210972500579573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25.0,1.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.0,3.0,0.0,0.0,0.0,1.0,0.0,3.180832987205441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25.0,1.0,0.0,0.0,0.0,0.0,0.0,3.095795255000934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5216406363433186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,4.0,0.0,0.0,1.0,2.0,0.0,3.7532696895151085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
76.0,3.0,0.0,0.0,1.0,1.0,0.0,3.621175542919471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6897037321995474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50.0,2.0,0.0,0.0,0.0,1.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
52.0,1.0,0.0,0.0,0.0,0.0,0.0,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.0,1.0,0.0,0.0,0.0,0.0,0.0,3.084962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32.0,2.0,0.0,0.0,0.0,1.0,0.0,3.1898980954642875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
71.0,3.0,0.0,0.0,0.0,1.0,0.0,3.8634651896016474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.0,1.0,0.0,0.0,0.0,0.0,0.0,3.2516291673878226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.0,1.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
66.0,2.0,0.0,0.0,0.0,0.0,0.0,3.3219280948873626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33.0,2.0,0.0,0.0,0.0,1.0,0.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0220552088742005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32.0,3.0,0.0,0.0,0.0,1.0,0.0,3.6818808028034034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.0,1.0,0.0,0.0,0.0,0.0,0.0,3.459431618637298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0850551027564768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,3.0,0.0,0.0,0.0,1.0,0.0,3.077819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,2.0,0.0,0.0,0.0,1.0,0.0,3.5160276412662306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41.0,3.0,0.0,0.0,0.0,1.0,0.0,3.4316235658474312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76.0,2.0,0.0,0.0,0.0,0.0,0.0,3.1219280948873624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56.0,3.0,0.0,0.0,0.0,1.0,0.0,3.4613201402110088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31.0,1.0,0.0,0.0,0.0,0.0,0.0,3.095795255000934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.0,2.0,0.0,0.0,0.0,1.0,0.0,3.240223928941852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.0,1.0,0.0,0.0,0.0,0.0,0.0,2.9219280948873623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82.0,2.0,0.0,0.0,0.0,1.0,0.0,3.5216406363433186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
78.0,2.0,0.0,0.0,0.0,0.0,0.0,3.3660913291191927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
109.0,3.0,0.0,0.0,0.0,1.0,0.0,3.7345216647797517,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
38.0,2.0,0.0,0.0,0.0,0.0,0.0,2.94770277922009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55.0,2.0,0.0,0.0,0.0,0.0,0.0,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.0,1.0,0.0,0.0,1.0,0.0,0.0,4.011365041826379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
67.0,3.0,0.0,0.0,0.0,1.0,0.0,3.7080481500712312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46.0,3.0,0.0,0.0,0.0,1.0,0.0,3.3082708345352603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93.0,2.0,0.0,0.0,0.0,0.0,0.0,3.3735572622751855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46.0,2.0,0.0,0.0,0.0,0.0,0.0,3.2516291673878226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72.0,4.0,0.0,0.0,1.0,1.0,0.0,3.9764097655573916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33.0,2.0,0.0,0.0,0.0,1.0,0.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69.0,2.0,0.0,0.0,0.0,0.0,0.0,3.169925001442312,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
55.0,1.0,0.0,0.0,0.0,0.0,0.0,3.327819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23.0,1.0,0.0,0.0,0.0,0.0,0.0,3.4594316186372973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95.0,1.0,0.0,0.0,0.0,0.0,0.0,3.327819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
308.0,13.0,0.0,0.0,0.0,11.0,0.0,4.2195739751075285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
51.0,3.0,0.0,0.0,0.0,1.0,0.0,4.162294909570876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82.0,2.0,0.0,0.0,0.0,0.0,0.0,2.6464393446710157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
154.0,9.0,0.0,0.0,0.0,1.0,0.0,3.602316558505552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
95.0,7.0,0.0,0.0,1.0,4.0,0.0,4.070425860265988,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25.0,1.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8073549220576046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.0,2.0,0.0,0.0,1.0,1.0,0.0,3.3841837197791893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
34.0,2.0,0.0,0.0,0.0,1.0,0.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.1219280948873624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.0,1.0,0.0,0.0,0.0,0.0,0.0,3.57243125132212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
371.0,3.0,0.0,0.0,1.0,1.0,0.0,4.480524762900187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36.0,1.0,0.0,0.0,0.0,0.0,0.0,2.896291529045928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40.0,1.0,0.0,0.0,0.0,0.0,0.0,2.9219280948873623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60.0,1.0,0.0,0.0,0.0,0.0,0.0,3.4474015047059154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43.0,2.0,0.0,0.0,0.0,1.0,0.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.0,3.0,0.0,0.0,0.0,2.0,0.0,2.7884504573082896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.0,1.0,0.0,0.0,0.0,0.0,0.0,2.725480556997868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58.0,3.0,0.0,0.0,0.0,1.0,0.0,3.1556390622295662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31.0,1.0,0.0,0.0,0.0,0.0,0.0,3.095795255000934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31.0,2.0,0.0,0.0,0.0,1.0,0.0,3.197159723424149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20.0,1.0,0.0,0.0,0.0,0.0,0.0,3.3927474104487847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.0,3.0,0.0,0.0,0.0,1.0,0.0,3.084962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47.0,2.0,0.0,0.0,0.0,1.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5464393446710156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37.0,2.0,0.0,0.0,0.0,0.0,0.0,3.1820058147602137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,1.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
94.0,6.0,0.0,0.0,0.0,1.0,0.0,3.675310868912364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
76.0,7.0,0.0,0.0,0.0,5.0,0.0,4.094725641205236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
82.0,3.0,0.0,0.0,0.0,1.0,0.0,3.7295915412461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51.0,1.0,0.0,0.0,0.0,0.0,0.0,3.1219280948873624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
59.0,2.0,0.0,0.0,1.0,0.0,0.0,3.6168746059562222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.0,1.0,0.0,0.0,0.0,0.0,0.0,3.238901256602631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97.0,1.0,0.0,0.0,0.0,0.0,0.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8073549220576046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.0,2.0,0.0,0.0,0.0,0.0,0.0,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35.0,2.0,0.0,0.0,0.0,1.0,0.0,2.5032583347756456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52.0,3.0,0.0,0.0,0.0,1.0,0.0,3.594465636961452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93.0,3.0,0.0,0.0,0.0,0.0,0.0,3.8208888513501886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46.0,4.0,0.0,0.0,0.0,2.0,0.0,3.6060152796207325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
61.0,3.0,0.0,0.0,0.0,1.0,0.0,3.484183719779189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31.0,2.0,0.0,0.0,0.0,0.0,0.0,3.503258334775646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
89.0,5.0,0.0,0.0,0.0,1.0,0.0,2.8402239289418523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73.0,4.0,0.0,0.0,0.0,2.0,0.0,3.1556390622295662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60.0,4.0,0.0,0.0,0.0,1.0,0.0,3.378783493486176,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
26.0,3.0,0.0,0.0,0.0,2.0,0.0,2.6455933144511468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.0,2.0,0.0,0.0,1.0,1.0,0.0,3.1898980954642875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
37.0,2.0,0.0,0.0,0.0,1.0,0.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44.0,2.0,0.0,0.0,0.0,1.0,0.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
